location,size,total_sqft,bath,price,bhk,price_sqft
Thanisandra,3 BHK,1491,3,88,3,5902.079142
Thanisandra,1 BHK,662,1,29,1,4380.664653
Thanisandra,3 BHK,1564,3,100,3,6393.861893
Thanisandra,1 BHK,662,1,45,1,6797.583082
Thanisandra,3 BHK,1573,3,98,3,6230.133503
Thanisandra,3 BHK,1262,2,83,3,6576.862124
Thanisandra,2 BHK,1056,2,65,2,6155.30303
Thanisandra,3 BHK,1702,3,115,3,6756.756757
Thanisandra,2 BHK,1343,2,75,2,5584.512286
Thanisandra,3 BHK,1935,4,122,3,6304.909561
Thanisandra,2 BHK,933,2,55,2,5894.962487
Thanisandra,2 BHK,1183,2,77.3,2,6534.234996
Thanisandra,1 BHK,662,1,38,1,5740.181269
Thanisandra,2 BHK,1265,2,72,2,5691.699605
Thanisandra,3 BHK,1595,3,105,3,6583.0721
Thanisandra,1 BHK,580,1,27.5,1,4741.37931
Thanisandra,3 BHK,2087,4,139,3,6660.277911
Thanisandra,2 BHK,1098,2,71,2,6466.302368
Thanisandra,3 BHK,1411,3,93.25,3,6608.788094
Thanisandra,3 BHK,1732,3,112,3,6466.512702
Thanisandra,1 BHK,933,1,61,1,6538.049303
Thanisandra,3 BHK,1702,3,107,3,6286.721504
Thanisandra,1 BHK,747,1,34.355,1,4599.062918
Thanisandra,3 BHK,2030,4,125,3,6157.635468
Thanisandra,4 BHK,1948,4,129,4,6622.176591
Thanisandra,3 BHK,1573,3,90,3,5721.551176
Thanisandra,2 BHK,1056,2,70,2,6628.787879
Thanisandra,3 BHK,1595,3,96,3,6018.808777
Thanisandra,2 BHK,1245,2,83.05,2,6670.682731
Thanisandra,3 BHK,1261,2,80,3,6344.171293
Thanisandra,3 BHK,1884,4,117,3,6210.191083
Thanisandra,2 BHK,965,2,54,2,5595.854922
Thanisandra,3 BHK,1930,4,122,3,6321.243523
Thanisandra,1 BHK,777,1,38.46,1,4949.80695
Thanisandra,3 BHK,1930,4,120,3,6217.61658
Thanisandra,1 BHK,760,1,50.4,1,6631.578947
Thanisandra,1 BHK,663,1,32.82,1,4950.226244
Thanisandra,3 BHK,1801,3,115,3,6385.341477
Thanisandra,3 BHK,1806,6,116,3,6423.03433
Thanisandra,4 Bedroom,3671,4,220,4,5992.917461
Thanisandra,2 BHK,1305,2,90,2,6896.551724
Thanisandra,3 BHK,1965,4,125,3,6361.323155
Thanisandra,3 BHK,1573,3,100,3,6357.279085
Thanisandra,4 BHK,1917,4,130,4,6781.429317
Thigalarapalya,4 BHK,3122,6,230,4,7367.072389
Thigalarapalya,2 BHK,1297,2,103,2,7941.403238
Thigalarapalya,2 BHK,1418,2,95,2,6699.576869
Thigalarapalya,4 BHK,3122,6,235,4,7527.226137
Thigalarapalya,4 BHK,3122,6,245,4,7847.533632
Thigalarapalya,2 BHK,1418,2,103,2,7263.751763
Thigalarapalya,2 BHK,1418,2,101,2,7122.708039
Thigalarapalya,2 BHK,1418,2,104,2,7334.273625
Thigalarapalya,4 BHK,3122,5,225,4,7206.918642
Thigalarapalya,4 BHK,2912,6,210,4,7211.538462
Thigalarapalya,2 BHK,1418,2,103,2,7263.751763
Thigalarapalya,3 BHK,2072,4,159,3,7673.745174
Thigalarapalya,2 BHK,1418,2,106,2,7475.317348
Thigalarapalya,2 BHK,1418,2,104,2,7334.273625
Thigalarapalya,4 BHK,3122,6,237,4,7591.287636
Thigalarapalya,2 BHK,1418,2,105,2,7404.795487
Thigalarapalya,2 BHK,1418,2,104,2,7334.273625
Thigalarapalya,2 BHK,1418,2,106,2,7475.317348
Thigalarapalya,3 BHK,2072,4,155,3,7480.694981
Thigalarapalya,3 BHK,1830,4,135,3,7377.04918
Thigalarapalya,2 BHK,1418,2,105,2,7404.795487
Thigalarapalya,3 BHK,2072,4,160,3,7722.007722
Thigalarapalya,3 BHK,2072,4,160,3,7722.007722
Thigalarapalya,3 BHK,2072,4,155,3,7480.694981
Thigalarapalya,4 BHK,3122,6,235,4,7527.226137
Thigalarapalya,3 BHK,2072,4,153,3,7384.169884
Thigalarapalya,3 BHK,2072,4,157,3,7577.220077
Thigalarapalya,2 BHK,1418,2,105,2,7404.795487
Thigalarapalya,4 BHK,3362,5,249,4,7406.30577
Thigalarapalya,4 BHK,3122,6,245,4,7847.533632
Thigalarapalya,4 BHK,4190,4,325,4,7756.563246
Thigalarapalya,2 BHK,1400,2,105,2,7500
Thigalarapalya,2 BHK,1297,2,98,2,7555.898227
Thubarahalli,4 Bedroom,3800,4,239,4,6289.473684
Thubarahalli,2 BHK,1200,2,78,2,6500
Thubarahalli,2 BHK,1128,2,75,2,6648.93617
Thubarahalli,2 BHK,1185,2,65,2,5485.232068
Thubarahalli,2 BHK,975,2,55,2,5641.025641
Thubarahalli,2 BHK,1330,2,75,2,5639.097744
Thubarahalli,2 BHK,1085,2,70,2,6451.612903
Thubarahalli,2 BHK,1216,2,80,2,6578.947368
Thubarahalli,2 BHK,1200,2,79,2,6583.333333
Thubarahalli,2 BHK,1200,2,80,2,6666.666667
Thubarahalli,2 BHK,1200,2,79.55,2,6629.166667
Thubarahalli,3 BHK,2625,3,175,3,6666.666667
Thubarahalli,2 BHK,975,2,50,2,5128.205128
Thubarahalli,3 BHK,1584,3,101,3,6376.262626
Thyagaraja Nagar,1 Bedroom,800,1,100,1,12500
Thyagaraja Nagar,5 BHK,2000,4,145,5,7250
Thyagaraja Nagar,3 BHK,1270,2,95.25,3,7500
Thyagaraja Nagar,2 BHK,1040,2,68,2,6538.461538
Tindlu,3 Bedroom,1500,2,87,3,5800
Tindlu,7 Bedroom,7500,7,400,7,5333.333333
Tindlu,3 BHK,1357,2,65,3,4789.977892
Tindlu,3 Bedroom,1500,3,87,3,5800
Tindlu,3 BHK,1370.07,3,65,3,4744.283139
Tindlu,2 BHK,1165,2,59.8,2,5133.04721
Tindlu,2 BHK,1050,2,55,2,5238.095238
Tindlu,2 BHK,1100,2,55,2,5000
Tumkur Road,3 BHK,1500,3,95,3,6333.333333
Tumkur Road,3 BHK,1779,3,112,3,6295.671726
Tumkur Road,3 BHK,1586,3,100,3,6305.17024
Tumkur Road,2 BHK,1098,2,72,2,6557.377049
Tumkur Road,3 BHK,1354,3,90,3,6646.971935
Tumkur Road,3 BHK,1240,2,84,3,6774.193548
Tumkur Road,2 BHK,1239,2,82,2,6618.240517
Tumkur Road,2 BHK,1246,2,82,2,6581.05939
Tumkur Road,3 BHK,1500,3,100,3,6666.666667
Tumkur Road,3 BHK,1416,3,94,3,6638.418079
Tumkur Road,2 BHK,1027,2,60,2,5842.259007
Tumkur Road,2 BHK,1027,2,68.62,2,6681.596884
Tumkur Road,3 BHK,1459,2,95,3,6511.309116
Tumkur Road,2 BHK,992,2,60,2,6048.387097
Tumkur Road,2 BHK,1066,2,52.5,2,4924.953096
Tumkur Road,3 BHK,1240,2,79,3,6370.967742
Tumkur Road,3 BHK,1441,2,95,3,6592.643997
Tumkur Road,3 BHK,1240,2,83,3,6693.548387
Tumkur Road,2 BHK,1027,2,67,2,6523.855891
Tumkur Road,3 BHK,1354,3,85.86,3,6341.211226
Ulsoor,3 BHK,2135,3,215,3,10070.25761
Ulsoor,2 BHK,1275,2,120,2,9411.764706
Ulsoor,3 BHK,1020,3,110,3,10784.31373
Ulsoor,2 BHK,1200,2,60,2,5000
Ulsoor,2 BHK,1180,2,100,2,8474.576271
Ulsoor,3 BHK,1340,3,90,3,6716.41791
Ulsoor,3 BHK,1500,2,125,3,8333.333333
Ulsoor,3 BHK,2000,3,185,3,9250
Ulsoor,2 BHK,1255,2,120,2,9561.752988
Ulsoor,3 BHK,1685,4,185,3,10979.22849
Ulsoor,3 BHK,2135,3,170,3,7962.529274
Ulsoor,2 Bedroom,1160,2,130,2,11206.89655
Uttarahalli,3 BHK,1440,2,62,3,4305.555556
Uttarahalli,2 BHK,1143,2,45,2,3937.007874
Uttarahalli,2 BHK,1020,2,45,2,4411.764706
Uttarahalli,2 BHK,1286,2,63,2,4898.911353
Uttarahalli,2 BHK,1101,2,45,2,4087.19346
Uttarahalli,2 BHK,1345,2,67,2,4981.412639
Uttarahalli,2 BHK,1175,2,47,2,4000
Uttarahalli,3 BHK,1390,2,62.55,3,4500
Uttarahalli,3 BHK,1330,2,56,3,4210.526316
Uttarahalli,2 BHK,1008,2,45,2,4464.285714
Uttarahalli,3 BHK,1390,2,60.47,3,4350.359712
Uttarahalli,3 BHK,1617,3,66.68,3,4123.685838
Uttarahalli,2 BHK,1150,2,49,2,4260.869565
Uttarahalli,3 BHK,1330,2,56,3,4210.526316
Uttarahalli,2 BHK,1200,2,44,2,3666.666667
Uttarahalli,2 BHK,882,2,30,2,3401.360544
Uttarahalli,2 BHK,993,2,39.71,2,3998.992951
Uttarahalli,2 BHK,1045,2,45,2,4306.220096
Uttarahalli,2 BHK,850,2,37.93,2,4462.352941
Uttarahalli,6 BHK,3600,6,120,6,3333.333333
Uttarahalli,3 BHK,1788,3,98.34,3,5500
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Uttarahalli,2 BHK,1089,2,43.55,2,3999.081726
Uttarahalli,2 BHK,1279,2,48,2,3752.931978
Uttarahalli,3 BHK,1425,2,64,3,4491.22807
Uttarahalli,2 BHK,1155,2,40.42,2,3499.5671
Uttarahalli,2 BHK,1050,2,42,2,4000
Uttarahalli,3 BHK,1300,2,55,3,4230.769231
Uttarahalli,3 BHK,1250,2,55,3,4400
Uttarahalli,3 BHK,1700,3,88,3,5176.470588
Uttarahalli,3 BHK,1200,3,50,3,4166.666667
Uttarahalli,2 BHK,1085,2,43,2,3963.133641
Uttarahalli,2 BHK,1175,2,47,2,4000
Uttarahalli,3 BHK,1689.28,3,91.2,3,5398.749763
Uttarahalli,2 BHK,1175,2,47,2,4000
Uttarahalli,2 BHK,1137,2,63,2,5540.897098
Uttarahalli,3 BHK,1215,2,52.85,3,4349.794239
Uttarahalli,2 BHK,1325,2,53,2,4000
Uttarahalli,3 BHK,1300,2,60,3,4615.384615
Uttarahalli,2 BHK,850,2,35,2,4117.647059
Uttarahalli,3 BHK,1627.86,3,88,3,5405.870284
Uttarahalli,3 BHK,1360,2,61.2,3,4500
Uttarahalli,1 BHK,661,1,36,1,5446.293495
Uttarahalli,2 BHK,1134,2,45.36,2,4000
Uttarahalli,3 BHK,1320,2,55.44,3,4200
Uttarahalli,3 BHK,1390,2,61.16,3,4400
Uttarahalli,2 BHK,1090,2,45,2,4128.440367
Uttarahalli,2 BHK,1050,2,42,2,4000
Uttarahalli,2 BHK,1123,2,48,2,4274.265361
Uttarahalli,3 BHK,1329,2,56,3,4213.694507
Uttarahalli,2 BHK,938,2,35,2,3731.343284
Uttarahalli,2 BHK,1100,1,45,2,4090.909091
Uttarahalli,2 BHK,1125,2,47,2,4177.777778
Uttarahalli,3 BHK,1685,3,85,3,5044.510386
Uttarahalli,3 BHK,1390,2,62.55,3,4500
Uttarahalli,2 BHK,1180,2,41.3,2,3500
Uttarahalli,2 BHK,1380,2,42,2,3043.478261
Uttarahalli,3 BHK,1737,2,95,3,5469.19977
Uttarahalli,2 BHK,1160,2,45,2,3879.310345
Uttarahalli,3 BHK,1280,2,60,3,4687.5
Uttarahalli,2 BHK,1190,2,53.55,2,4500
Uttarahalli,3 BHK,1330,2,57,3,4285.714286
Uttarahalli,3 BHK,1560,3,74,3,4743.589744
Uttarahalli,2 BHK,1125,2,48,2,4266.666667
Uttarahalli,3 BHK,1320,2,55.44,3,4200
Uttarahalli,2 BHK,1160,2,40.6,2,3500
Uttarahalli,2 BHK,1065,2,42.59,2,3999.061033
Uttarahalli,2 BHK,1075,2,46.76,2,4349.767442
Uttarahalli,2 BHK,1155,2,40.6,2,3515.151515
Uttarahalli,3 BHK,1215,2,52.85,3,4349.794239
Uttarahalli,2 BHK,1180,2,41.3,2,3500
Uttarahalli,2 BHK,1002,2,40.08,2,4000
Uttarahalli,2 BHK,1002,2,40.08,2,4000
Uttarahalli,2 BHK,1075,2,40,2,3720.930233
Uttarahalli,2 BHK,1155,2,40.43,2,3500.4329
Uttarahalli,2 BHK,1025,2,35.88,2,3500.487805
Uttarahalli,2 BHK,1125,2,47.65,2,4235.555556
Uttarahalli,2 BHK,1300,2,55,2,4230.769231
Uttarahalli,2 BHK,1025,2,35.88,2,3500.487805
Uttarahalli,2 BHK,980,2,45,2,4591.836735
Uttarahalli,2 BHK,1125,2,47,2,4177.777778
Uttarahalli,2 BHK,1175,2,47,2,4000
Uttarahalli,3 BHK,1525,2,62.82,3,4119.344262
Uttarahalli,3 BHK,1265,2,65,3,5138.339921
Uttarahalli,2 BHK,1213,2,48,2,3957.13108
Uttarahalli,2 BHK,900,2,35,2,3888.888889
Uttarahalli,2 BHK,1065,2,42.6,2,4000
Uttarahalli,2 BHK,1125,2,47,2,4177.777778
Uttarahalli,3 BHK,1270,2,55.25,3,4350.393701
Uttarahalli,3 BHK,1270,2,55.25,3,4350.393701
Uttarahalli,2 BHK,1107,2,45,2,4065.04065
Uttarahalli,2 BHK,1200,2,55,2,4583.333333
Uttarahalli,3 BHK,1460,3,76,3,5205.479452
Uttarahalli,3 BHK,1500,3,68,3,4533.333333
Uttarahalli,2 BHK,1120,2,50,2,4464.285714
Uttarahalli,2 BHK,1150,2,46,2,4000
Uttarahalli,3 BHK,1330,2,58,3,4360.902256
Uttarahalli,2 BHK,1050,2,42,2,4000
Uttarahalli,2 BHK,1125,2,48,2,4266.666667
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Uttarahalli,2 BHK,1000,2,52,2,5200
Uttarahalli,2 BHK,1037,2,36,2,3471.552555
Uttarahalli,2 BHK,1000,2,39.5,2,3950
Uttarahalli,2 BHK,1125,1,45,2,4000
Uttarahalli,2 BHK,1160,2,40.58,2,3498.275862
Uttarahalli,2 BHK,1123,2,60,2,5342.831701
Uttarahalli,2 BHK,1000,2,35,2,3500
Uttarahalli,3 BHK,1330,2,57,3,4285.714286
Uttarahalli,2 BHK,1125,2,47,2,4177.777778
Uttarahalli,2 BHK,1165,1,42.09,2,3612.875536
Uttarahalli,2 BHK,1260,2,55,2,4365.079365
Uttarahalli,2 BHK,1284,2,53.36,2,4155.76324
Uttarahalli,2 BHK,1150,2,45.99,2,3999.130435
Uttarahalli,3 BHK,1290,2,56.12,3,4350.387597
Uttarahalli,3 BHK,1328,2,56,3,4216.86747
Uttarahalli,2 BHK,1040,2,36.4,2,3500
Uttarahalli,3 BHK,1290,2,56.12,3,4350.387597
Uttarahalli,2 BHK,1075,2,46.76,2,4349.767442
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Varthur,2 BHK,1160,2,44,2,3793.103448
Varthur,2 BHK,1385,2,80,2,5776.173285
Varthur,2 BHK,1024,2,42,2,4101.5625
Varthur,2 BHK,1125,2,40,2,3555.555556
Varthur,2 BHK,1112,2,40,2,3597.122302
Varthur,2 BHK,1055,2,45.35,2,4298.578199
Varthur,2 BHK,1280,2,65,2,5078.125
Varthur,2 BHK,977,2,36,2,3684.749232
Varthur,3 BHK,1250,3,71,3,5680
Varthur,3 Bedroom,1200,3,67.75,3,5645.833333
Varthur,2 BHK,1111,2,41.88,2,3769.576958
Varthur,2 BHK,1140,2,55.5,2,4868.421053
Varthur,2 BHK,1012,2,59,2,5830.039526
Varthur,2 BHK,1140,2,39.9,2,3500
Varthur,2 BHK,1090,2,48,2,4403.669725
Varthur,3 BHK,1450,3,71,3,4896.551724
Varthur,2 BHK,1210,2,60,2,4958.677686
Varthur,2 BHK,1070,2,46,2,4299.065421
Varthur,3 BHK,1360,2,85,3,6250
Varthur,2 BHK,965,2,34,2,3523.316062
Varthur,2 BHK,1120,2,44.24,2,3950
Varthur,3 BHK,1395,2,79,3,5663.082437
Varthur,2 BHK,1085,2,45,2,4147.465438
Varthur,2 BHK,1250,2,47,2,3760
Varthur,3 Bedroom,1200,3,68.38,3,5698.333333
Varthur,2 BHK,1155,2,60,2,5194.805195
Varthur,2 BHK,1035,2,60,2,5797.101449
Varthur,2 BHK,1155,2,39,2,3376.623377
Varthur,2 BHK,1180,2,55,2,4661.016949
Varthur,2 BHK,1738,2,57.35,2,3299.76985
Varthur,2 BHK,1045,2,40.65,2,3889.952153
Varthur,2 BHK,1155,2,39,2,3376.623377
Varthur,2 BHK,1210,2,64.15,2,5301.652893
Varthur,2 BHK,1105,2,38,2,3438.914027
Varthur,3 BHK,1560,3,90,3,5769.230769
Varthur,2 BHK,1760,2,85,2,4829.545455
Varthur,2 BHK,1210,2,54,2,4462.809917
Varthur,2 BHK,1112,2,40,2,3597.122302
Varthur,2 BHK,1000,1,65,2,6500
Varthur Road,2 BHK,900,2,27,2,3000
Varthur Road,2 BHK,1277,2,59,2,4620.203602
Varthur Road,3 BHK,1247,2,58,3,4651.162791
Varthur Road,2 BHK,1050,2,42.7,2,4066.666667
Varthur Road,2 BHK,1255,2,52.76,2,4203.984064
Varthur Road,2 BHK,1033,2,32,2,3097.773475
Varthur Road,2 BHK,1140,2,49.11,2,4307.894737
Varthur Road,2 BHK,850,2,25.4,2,2988.235294
Vasanthapura,2 BHK,1022,2,40,2,3913.894325
Vasanthapura,2 BHK,1135,2,39.73,2,3500.440529
Vasanthapura,2 BHK,995,2,34.82,2,3499.497487
Vasanthapura,2 BHK,995,2,34.82,2,3499.497487
Vasanthapura,2 BHK,1037,2,36.28,2,3498.55352
Vasanthapura,2 BHK,978,2,34.22,2,3498.977505
Vasanthapura,2 BHK,1037,2,36.28,2,3498.55352
Vidyaranyapura,2 Bedroom,1440,2,95,2,6597.222222
Vidyaranyapura,2 BHK,1062,2,38,2,3578.154426
Vidyaranyapura,2 BHK,1200,2,55,2,4583.333333
Vidyaranyapura,4 Bedroom,1200,4,90,4,7500
Vidyaranyapura,2 BHK,1060,2,55,2,5188.679245
Vidyaranyapura,2 BHK,1100,2,54,2,4909.090909
Vidyaranyapura,3 BHK,1440,2,70,3,4861.111111
Vidyaranyapura,2 BHK,1100,2,54,2,4909.090909
Vidyaranyapura,2 BHK,1000,2,35,2,3500
Vidyaranyapura,2 BHK,1120,2,70,2,6250
Vidyaranyapura,2 BHK,945,2,40,2,4232.804233
Vidyaranyapura,2 BHK,1100,2,54,2,4909.090909
Vidyaranyapura,3 BHK,1200,2,65,3,5416.666667
Vidyaranyapura,2 BHK,1200,2,52,2,4333.333333
Vidyaranyapura,2 BHK,1050,2,50,2,4761.904762
Vidyaranyapura,2 BHK,1188,2,50,2,4208.754209
Vidyaranyapura,3 BHK,1100,2,75,3,6818.181818
Vidyaranyapura,3 BHK,1100,2,72,3,6545.454545
Vidyaranyapura,4 BHK,2400,5,135,4,5625
Vidyaranyapura,2 BHK,1100,2,41,2,3727.272727
Vidyaranyapura,2 BHK,1200,2,60.5,2,5041.666667
Vidyaranyapura,2 BHK,1200,2,42,2,3500
Vijayanagar,3 BHK,1704,3,110,3,6455.399061
Vijayanagar,3 BHK,1933,3,129,3,6673.564408
Vijayanagar,3 BHK,1450,3,100,3,6896.551724
Vijayanagar,3 BHK,1580,2,134,3,8481.012658
Vijayanagar,3 BHK,1826,3,121,3,6626.506024
Vijayanagar,3 BHK,1739,3,116,3,6670.500288
Vijayanagar,3 BHK,1490,3,100,3,6711.409396
Vijayanagar,2 BHK,1180,2,65,2,5508.474576
Vijayanagar,1 BHK,606,1,34.78,1,5739.273927
Vijayanagar,2 BHK,1352,2,68,2,5029.585799
Vijayanagar,3 BHK,1527,3,115,3,7531.106745
Vijayanagar,2 BHK,989,2,60,2,6066.734075
Vijayanagar,3 BHK,1520,2,103,3,6776.315789
Vijayanagar,3 BHK,1749,3,117,3,6689.536878
Vijayanagar,2 BHK,1046,2,75,2,7170.172084
Vijayanagar,1 BHK,606,1,40,1,6600.660066
Vijayanagar,2 BHK,1200,2,62,2,5166.666667
Vijayanagar,3 BHK,1760,3,140,3,7954.545455
Vijayanagar,3 BHK,2047,3,136,3,6643.869077
Vijayanagar,3 BHK,1200,2,75,3,6250
Vijayanagar,2 BHK,1178,2,82,2,6960.950764
Vijayanagar,2 BHK,864,2,45,2,5208.333333
Vijayanagar,4 Bedroom,2100,6,252,4,12000
Vijayanagar,2 BHK,920,2,60,2,6521.73913
Vijayanagar,2 BHK,1019,2,58,2,5691.85476
Vijayanagar,5 Bedroom,2400,6,125,5,5208.333333
Vijayanagar,2 BHK,1180,2,86,2,7288.135593
Vijayanagar,2 BHK,1046,2,49.06,2,4690.248566
Vijayanagar,1 Bedroom,2400,2,230,1,9583.333333
Vijayanagar,1 BHK,492,1,40,1,8130.081301
Vishveshwarya Layout,1 Bedroom,750,1,30,1,4000
Vishveshwarya Layout,4 BHK,2000,4,75,4,3750
Vishveshwarya Layout,6 BHK,2100,6,92,6,4380.952381
Vishveshwarya Layout,4 Bedroom,2000,3,90,4,4500
Vishwapriya Layout,2 BHK,820,2,30,2,3658.536585
Vishwapriya Layout,2 BHK,770,2,30,2,3896.103896
Vishwapriya Layout,2 BHK,910,2,36,2,3956.043956
Vishwapriya Layout,2 BHK,890,2,37,2,4157.303371
Vittasandra,2 BHK,1404,2,71,2,5056.980057
Vittasandra,2 BHK,1246,2,67,2,5377.207063
Vittasandra,2 BHK,1404,2,69.3,2,4935.897436
Vittasandra,2 BHK,1246,2,67.3,2,5401.284109
Vittasandra,2 BHK,1246,2,64.5,2,5176.565008
Vittasandra,2 BHK,1246,2,64.5,2,5176.565008
Vittasandra,2 BHK,1246,2,68,2,5457.463884
Vittasandra,2 BHK,1238,2,67,2,5411.954766
Vittasandra,2 BHK,1404,2,75,2,5341.880342
Vittasandra,2 BHK,1246,2,65,2,5216.693419
Vittasandra,2 BHK,1238,2,67,2,5411.954766
Vittasandra,2 BHK,1246,2,67.4,2,5409.309791
Vittasandra,2 BHK,1259,2,67.4,2,5353.455123
Vittasandra,2 BHK,1404,2,68.8,2,4900.2849
Vittasandra,2 BHK,1246,2,62.3,2,5000
Vittasandra,2 BHK,1246,2,63,2,5056.179775
Vittasandra,2 BHK,1246,2,67.4,2,5409.309791
Vittasandra,2 BHK,1246,2,65.4,2,5248.796148
Vittasandra,2 BHK,1238,2,67.32,2,5437.802908
Vittasandra,2 BHK,1246,2,67.4,2,5409.309791
Vittasandra,2 BHK,1246,2,67.3,2,5401.284109
Vittasandra,2 BHK,1404,2,70,2,4985.754986
Vittasandra,2 BHK,1259,2,67.48,2,5359.809373
Vittasandra,2 BHK,1404,2,75,2,5341.880342
Vittasandra,2 BHK,1246,2,67,2,5377.207063
Vittasandra,2 BHK,1404,2,72,2,5128.205128
Vittasandra,2 BHK,1246,2,67.5,2,5417.335474
Vittasandra,2 BHK,1246,2,67.5,2,5417.335474
Vittasandra,2 BHK,1404,2,70,2,4985.754986
Vittasandra,2 BHK,1246,2,65,2,5216.693419
Vittasandra,2 BHK,1246,2,67.4,2,5409.309791
Whitefield,3 BHK,1610,3,81,3,5031.055901
Whitefield,2 BHK,1459,2,94.82,2,6498.971899
Whitefield,2 BHK,1280,2,75,2,5859.375
Whitefield,3 BHK,1910,3,161,3,8429.319372
Whitefield,4 BHK,3252,4,230,4,7072.570726
Whitefield,4 Bedroom,11890,4,700,4,5887.300252
Whitefield,2 BHK,1150,2,70,2,6086.956522
Whitefield,3 BHK,1768,3,101,3,5712.669683
Whitefield,4 Bedroom,4144,4,315,4,7601.351351
Whitefield,4 BHK,4104,4,360,4,8771.929825
Whitefield,3 BHK,1790,3,100,3,5586.592179
Whitefield,3 BHK,1720,3,100,3,5813.953488
Whitefield,3 BHK,1640,4,91,3,5548.780488
Whitefield,3 BHK,2280,4,126,3,5526.315789
Whitefield,3 BHK,1897,3,130,3,6852.925672
Whitefield,3 BHK,2225,2,125,3,5617.977528
Whitefield,4 Bedroom,4348.5,2,304,4,6990.916408
Whitefield,4 BHK,2268,3,163,4,7186.948854
Whitefield,4 Bedroom,2400,4,200,4,8333.333333
Whitefield,2 BHK,1360,2,95,2,6985.294118
Whitefield,3 BHK,1697,3,94.79,3,5585.73954
Whitefield,4 Bedroom,5000,4,400,4,8000
Whitefield,4 Bedroom,3000,5,250,4,8333.333333
Whitefield,3 BHK,1700,3,115,3,6764.705882
Whitefield,3 Bedroom,2842,3,162,3,5700.211119
Whitefield,3 Bedroom,1500,3,130,3,8666.666667
Whitefield,2 BHK,1280,2,75,2,5859.375
Whitefield,3 BHK,1405,2,78,3,5551.601423
Whitefield,3 BHK,2225,3,115,3,5168.539326
Whitefield,2 BHK,1272,2,95.05,2,7472.484277
Whitefield,2 BHK,1192,2,71,2,5956.375839
Whitefield,3 BHK,1626,3,89,3,5473.554736
Whitefield,3 BHK,1585,3,88,3,5552.050473
Whitefield,1 BHK,665,2,28.585,1,4298.496241
Whitefield,2 BHK,1280,2,85,2,6640.625
Whitefield,3 Bedroom,1200,3,68.5,3,5708.333333
Whitefield,4 Bedroom,4000,4,330,4,8250
Whitefield,3 BHK,1697,3,108,3,6364.172068
Whitefield,4 BHK,3606,4,312,4,8652.246256
Whitefield,2 BHK,1485,2,90,2,6060.606061
Whitefield,1 BHK,950,1,50,1,5263.157895
Whitefield,4 BHK,3584,4,199,4,5552.455357
Whitefield,1 BHK,825,1,45,1,5454.545455
Whitefield,3 BHK,1635,2,85,3,5198.776758
Whitefield,2 BHK,1216,2,79,2,6496.710526
Whitefield,2 BHK,920,2,63,2,6847.826087
Whitefield,2 BHK,1170,2,71,2,6068.376068
Whitefield,2 BHK,1118,2,75,2,6708.407871
Whitefield,3 BHK,1800,3,110,3,6111.111111
Whitefield,3 BHK,1562,3,103,3,6594.110115
Whitefield,3 BHK,2321,4,128,3,5514.864283
Whitefield,2 BHK,1320,2,95,2,7196.969697
Whitefield,3 Bedroom,3010,3,200,3,6644.518272
Whitefield,2 BHK,1346,2,96.17,2,7144.8737
Whitefield,3 BHK,3850,5,316,3,8207.792208
Whitefield,4 BHK,2500,4,155,4,6200
Whitefield,1 BHK,905,1,55,1,6077.348066
Whitefield,4 BHK,2268,3,146,4,6437.389771
Whitefield,1 BHK,630.5,1,32.79,1,5200.634417
Whitefield,4 BHK,3537,5,210,4,5937.234945
Whitefield,3 BHK,1697,3,115,3,6776.664702
Whitefield,5 Bedroom,3250,5,290,5,8923.076923
Whitefield,2 BHK,1269,2,75,2,5910.165485
Whitefield,5 Bedroom,3227,5,250,5,7747.133561
Whitefield,3 BHK,1545,3,79,3,5113.268608
Whitefield,4 BHK,3262,4,260,4,7970.570202
Whitefield,2 BHK,1132,2,79.28,2,7003.533569
Whitefield,4 BHK,2830,5,160,4,5653.710247
Whitefield,2 BHK,1195,2,70,2,5857.740586
Whitefield,3 BHK,3480,4,284,3,8160.91954
Whitefield,1 BHK,709,1,34.385,1,4849.788434
Whitefield,2 BHK,1320,2,79.5,2,6022.727273
Whitefield,2 BHK,750,2,52.7,2,7026.666667
Whitefield,3 Bedroom,1200,3,61.96,3,5163.333333
Whitefield,3 BHK,2094,2,113.19,3,5405.444126
Whitefield,4 Bedroom,3445,5,270,4,7837.445573
Whitefield,3 BHK,1700,3,140,3,8235.294118
Whitefield,4 Bedroom,4827,4,400,4,8286.72053
Whitefield,2 BHK,1405,2,84.5,2,6014.234875
Whitefield,4 BHK,3252,4,280,4,8610.086101
Whitefield,2 BHK,1150,2,90,2,7826.086957
Whitefield,4 BHK,2400,4,147,4,6125
Whitefield,1 BHK,624,1,35,1,5608.974359
Whitefield,3 BHK,1700,3,95,3,5588.235294
Whitefield,4 Bedroom,4960,4,400,4,8064.516129
Whitefield,4 BHK,2928,4,198,4,6762.295082
Whitefield,3 BHK,2700,5,175,3,6481.481481
Whitefield,2 BHK,1216,2,84,2,6907.894737
Whitefield,4 BHK,2882,5,204,4,7078.417765
